Date and Time Downloaded : 04/20/2020 11:12:26 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000012938","12938","KAPAYAWI BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","KAPAYAWI","124705014","9411"," "," "," "," "," "," ","BATI-ON","JOVY LYN","S.","Rural Health Midwife","","",""
"DOH000000000013043","13043","KILOYAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","KILOYAO","124705015","9411"," "," "," "," "," "," ","MANALO","MARY BETH","J.","Rural Health Midwife","","",""
"DOH000000000013047","13047","KITUBOD BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","KITUBOD","124705017","9411"," "," "," "," "," "," ","BARQUE","MARIA ELENA","C.","Rural Health Midwife","","",""
"DOH000000000013052","13052","MALENGEN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","MALENGEN","124705019","9411"," "," "," "," "," "," ","SENERIS","EFRELITA"," ","Rural Health Midwife","","",""
"DOH000000000013057","13057","MONTAY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","MONTAY","124705023","9411"," "," "," "," "," "," ","MANALO","MARY BETH","J.","Rural Health Midwife","","",""
"DOH000000000013064","13064","NICA-AN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","DISTRICT 2"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","NICA-AN","124705024","9411"," "," "," "," "," "," ","BATI-ON","JOVY LYN","S.","Rural Health Midwife","","",""
"DOH000000000013073","13073","PALAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 2"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","PALAO","124705025","9411"," "," "," "," "," "," ","BARQUE","MARIA ELENA","C.","Rural Health Midwife","","",""
"DOH000000000016162","16162","POBLACION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","LUCILLA VILLAGE"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","POBLACION","124705029","9411"," "," "," "," "," "," ","CALUMBA","VIRGINIA"," ","Rural Health Midwife","","",""
"DOH000000000016167","16167","SINAWINGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK GUMAMELA"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","SINAWINGAN","124705033","9411"," "," "," "," "," "," ","PAGADUAN","ELENA","M.","Rural Health Midwife","","",""
"DOH000000000016174","16174","SINAPANGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","SINAPANGAN","124705032","9411"," "," "," "," "," "," ","MOSQUERA","LINA","D.","Rural Health Midwife","","",""
"DOH000000000016181","16181","ULAMIAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK AMPALAYA DISTRICT 2"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","LIBUNGAN","124705000","ULAMIAN","124705034","9411"," "," "," "," "," "," ","LAGRIMAS","MAGDALENA","P.","Rural Health Midwife","","",""
"DOH000000000016191","16191","POBLACION Barangay Health Station","","","","Barangay Health Station","Government","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","POBLACION","124706040","9404","","","","","","","","","","","","",""
"DOH000000000016193","16193","GUBATAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","GUBATAN","124706021","9404"," "," "," "," "," "," ","VINLUAN","INAH LEAH","I.","Rural Health Midwife","","",""
"DOH000000000016195","16195","BONGOLANON BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK CAMPO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","BONGOLANON","124706010","9404"," "," "," "," "," "," ","BOSE","CECILIA","C.","Rural Health Midwife","","",""
"DOH000000000016198","16198","KISANDAL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 4"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","KISANDAL","124706027","9404"," "," "," "," "," "," ","MAGDAY","CHONA","S.","Rural Health Midwife","","",""
"DOH000000000016203","16203","TAGBAC BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","TAGBAC","124706043","9404"," "," "," "," "," "," ","SAPALO","MARIZA","H.","Rural Health Midwife","","",""
"DOH000000000016209","16209","MAGCAALAM BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK KALAYAAN"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","MAGCAALAM","124706029","9404"," "," "," "," "," "," ","RONQUILLO","CARMELITA","R.","Rural Health Midwife","","",""
"DOH000000000016216","16216","KAMADA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","KAMADA","124706024","9404"," "," "," "," "," "," ","ADIATON","ARLENE","P.","Rural Health Midwife","","",""
"DOH000000000016237","16237","MANOBO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","POBLACION"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","MANOBO","124706033","9404"," "," "," "," "," "," ","BERGADO","MARISSA","O.","Rural Health Midwife","","",""
"DOH000000000016238","16238","BINAY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 4"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","BINAY","124706009","9404"," "," "," "," "," "," ","FELASOL","ZENAIDA","O.","Rural Health Midwife","","",""
"DOH000000000016241","16241","TEMPORAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1A"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","TEMPORAN","124706044","9404"," "," "," "," "," "," ","LUMANTAS","JOSIELY","E.","Rural Health Midwife","","",""
"DOH000000000016245","16245","PANGAO-AN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","PANGAO-AN","124706039","9404"," "," "," "," "," "," ","PENUELA","NANNETTE","T.","Rural Health Midwife","","",""
"DOH000000000016248","16248","DON PANACA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 7"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","DON PANACA","124706050","9404"," "," "," "," "," "," ","CONSOLACION","JEANNE","S.","Rural Health Midwife","","",""
"DOH000000000016249","16249","MAHONGCOG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","MAHONGCOG","124706030","9404"," "," "," "," "," "," ","PROVIDA","MERGIEZA","G.","Rural Health Midwife","","",""
"DOH000000000016251","16251","INAC BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","INAC","124706023","9404"," "," "," "," "," "," ","VILLASOR","SHIRLEY","C.","Rural Health Midwife","","",""
"DOH000000000016253","16253","MANOBISA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","MAHOGANY"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","MANOBISA","124706053","9404"," "," "," "," "," "," ","AVENIDO","JOY","N.","Rural Health Midwife","","",""
"DOH000000000016256","16256","AMABEL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","AMABEL PROPER"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","AMABEL","124706048","9404"," "," "," "," "," "," ","TRESPUENTES","SYLVIA","A.","Rural Health Midwife","","",""
"DOH000000000016260","16260","BAGUMBAYAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","BAGUMBAYAN","124706005","9404"," "," "," "," "," "," ","BABAO","APRIL","C.","Rural Health Midwife","","",""
"DOH000000000016263","16263","SALLAB BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CENTRO"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","SALLAB","124706042","9404"," "," "," "," "," "," ","LUZVIMINDA","CONTINEDO"," ","Rural Health Midwife","","",""
"DOH000000000016270","16270","SAGUING BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","SAGUING","124707031","9401"," "," "," "," "," "," ","SEBANDAL","MARIA PATROCINA","A.","Rural Health Midwife","","",""
"DOH000000000016272","16272","KISANTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","KISANTE","124707016","9401"," "," "," "," "," "," ","MABBORANG","NANCY","B.","Rural Health Midwife","","",""
"DOH000000000016273","16273","NEW BULATUKAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","NEW BULATUKAN","124707026","9401"," "," "," "," "," "," ","CORALES","LEAH","T.","Rural Health Midwife","","",""
"DOH000000000016275","16275","OLD BULATUKAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","OLD BULATUKAN","124707028","9401"," "," "," "," "," "," ","MIRANDA","CORAZON","D.","Rural Health Midwife","","",""
"DOH000000000016281","16281","LIBERTAD BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","LIBERTAD","124707018","9401"," "," "," "," "," "," ","INOT","LOLITA","A.","Rural Health Midwife","","",""
"DOH000000000016285","16285","SANTA FELOMINA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","SANTA FELOMINA","124707033","9401"," "," "," "," "," "," ","BAGO","ROSALINDA","M.","Rural Health Midwife","","",""
"DOH000000000016304","16304","POBLACION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","POBLACION","124708034","9406","+63 643921022"," "," "," "," "," ","GUIANAN","RHEMIA"," ","Rural Health Midwife","","",""
"DOH000000000016453","16453","MANUBUAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","MANUBUAN","124708025","9406"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016457","16457","KILADA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","KILADA","124708015","9406"," "," "," "," "," "," ","SAMALAYON","CANDIDA","S.","Rural Health Midwife","","",""
"DOH000000000016470","16470","DALAPITAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","DALAPITAN","124708007","9406"," "," "," "," "," "," ","BELDIA","BERNADETH","B.","Rural Health Midwife","","",""
"DOH000000000016475","16475","MARBEL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","MARBEL","124708027","9406"," "," "," "," "," "," ","PELIGROS","EMELYN","A.","Rural Health Midwife","","",""
"DOH000000000016480","16480","LAMPAYAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","LAMPAYAN","124708017","9406"," "," "," "," "," "," ","QUINTO","ARCELYN","D.","Rural Health Midwife","","",""
"DOH000000000016486","16486","SANTA MARIA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","SANTA MARIA","124708036","9406"," "," "," "," "," "," ","SERARZO","NORMA","G.","Rural Health Midwife","","",""
"DOH000000000016490","16490","LINAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","LINAO","124708019","9406"," "," "," "," "," "," ","SERARZO","NORMA","G.","Rural Health Midwife","","",""
"DOH000000000016493","16493","NEW ALIMODIAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","NEW ALIMODIAN","124708001","9406"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016495","16495","KABULACAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","KABULACAN","124708010","9406"," "," "," "," "," "," ","QUINTO","ARCELYN","D.","Rural Health Midwife","","",""
"DOH000000000016499","16499","SARAYAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","SARAYAN","124708037","9406"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016503","16503","TAGURANAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","TAGURANAO","124708039","9406"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016508","16508","AGRICULTURE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","AGRICULTURE","124709002","9410"," "," "," "," "," "," ","ULOG","JOSEPHINE","T.","Rural Health Midwife","","",""
"DOH000000000016510","16510","ANONANG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","ANONANG","124709003","9410"," "," "," "," "," "," ","MAPILI","PHOEBE","F.","Rural Health Midwife","","",""
"DOH000000000016513","16513","BAGUMBA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BAGUMBA","124709005","9410"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016520","16520","CENTRAL BULANAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","CENTRAL BULANAN","124709010","9410"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016524","16524","KAPINPILAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","KAPINPILAN","124709016","9410"," "," "," "," "," "," ","ROSAGARAN","ESTELA","P.","Rural Health Midwife","","",""
"DOH000000000016536","16536","KIMAGANGO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","KIMAGANGO","124709018","9410"," "," "," "," "," "," ","CUAJAO","MA. LIGAYA","F.","Rural Health Midwife","","",""
"DOH000000000016541","16541","LOWER GLAD BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","LOWER GLAD","124709023","9410"," "," "," "," "," "," ","GALVEZ","MONA","O.","Rural Health Midwife","","",""
"DOH000000000016548","16548","LOWER KATINGAWAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","LOWER KATINGAWAN","124709024","9410"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016556","16556","MALAMOTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","MALAMOTE","124709026","9410"," "," "," "," "," "," ","MAPILI","PHOEBE","F.","Rural Health Midwife","","",""
"DOH000000000016565","16565","PALONGOGUEN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","PALONGOGUEN","124709043","9410"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016573","16573","PATINDEGUEN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","PATINDEGUEN","124709034","9410"," "," "," "," "," "," ","DALIT","NATIVIDAD","M.","Rural Health Midwife","","",""
"DOH000000000016580","16580","SADAAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","SADAAN","124709045","9410"," "," "," "," "," "," ","TANCIO","GINA LYNNE","O.","Rural Health Midwife","","",""
"DOH000000000016587","16587","SALUNAYAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","SALUNAYAN","124709046","9410"," "," "," "," "," "," ","FIGURACION","EVELYN","F.","Rural Health Midwife","","",""
"DOH000000000016592","16592","SAMBULAWAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","SAMBULAWAN","124709047","9410"," "," "," "," "," "," ","DALANDANG","ITANG","K.","Rural Health Midwife","","",""
"DOH000000000016596","16596","TUMBRAS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","TUMBRAS","124709051","9410"," "," "," "," "," "," ","FIGURACION","EVELYN","F.","Rural Health Midwife","","",""
"DOH000000000016606","16606","UPPER GLAD I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","UPPER GLAD  I","124709053","9410"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016615","16615","VILLARICA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","VILLARICA","124709056","9410"," "," "," "," "," "," ","MENDEZ","ROSILA","L.","Rural Health Midwife","","",""
"DOH000000000016663","16663","BAGONTAPAY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","BAGONTAPAY","124710001","9402"," "," "," "," "," "," ","OMAMBANG","VICTORIA","P.","Rural Health Midwife","","",""
"DOH000000000016670","16670","BIALONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","BIALONG","124710002","9402"," "," "," "," "," "," ","OALMES","REMIA","QUINGA","Rural Health Midwife","","",""
"DOH000000000016678","16678","CALUNASAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","CALUNASAN","124710004","9402"," "," "," "," "," "," ","JURAO","BEVERLY","C.","Rural Health Midwife","","",""
"DOH000000000016688","16688","DALIPE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","DALIPE","124710005","9402"," "," "," "," "," "," ","SARABIA","FELICITAS","S.","Rural Health Midwife","","",""
"DOH000000000016694","16694","DAGONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","DAGONG","124710006","9402"," "," "," "," "," "," ","ALADA","ILOMINDA"," ","Rural Health Midwife","","",""
"DOH000000000016699","16699","DUNGO-AN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","DUNGO-AN","124710007","9402"," "," "," "," "," "," ","PIANG","BAIKE","G.","Rural Health Midwife","","",""
"DOH000000000016706","16706","GAUNAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","GAUNAN","124710008","9402"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000016707","16707","INAS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","INAS","124710009","9402"," "," "," "," "," "," ","UMAPAS","CATALINA","B.","Rural Health Midwife","","",""
"DOH000000000016715","16715","KATIPUNAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","KATIPUNAN","124710010","9402"," "," "," "," "," "," ","CANDARI","ERCITA","RAMOS","Rural Health Midwife","","",""
"DOH000000000016718","16718","LA FORTUNA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","LA FORTUNA","124710011","9402"," "," "," "," "," "," ","YEBRA","JENENA","M.","Rural Health Midwife","","",""
