,Unnamed: 0,Facility Name,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Region Name,Province,location,Hospital Licensing Status,Service Capability,Bed Capacity,lat,lon,City/Municipality Name,code,codenan
331,331,PAMPANGA MEDICAL SPECIALIST HOSPITAL,Private,,REGION III (CENTRAL LUZON),Pampanga,GUAGUA,With License,Level 2,80.0,14.9728054,120.6063419,,35407000,0
332,332,SAN LUIS DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Pampanga,SAN LUIS,With License,Level 1,25.0,15.0526204,120.7808107,,35417000,0
333,333,"NUEVA ECIJA GOOD SAMARITAN HEALTH CARE SYSTEM, INC.",Private,,REGION III (CENTRAL LUZON),Nueva Ecija,CABANATUAN,With License,Level 2,100.0,15.491667199999998,120.973461,,34903000,0
334,334,OUR LADY OF MT. CARMEL MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Pampanga,SAN FERNANDO,With License,Level 3,108.0,15.0960589,120.6243491,,35416000,0
335,335,STA. CECILIA MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Zambales,IBA,With License,Level 1,,15.320883300000002,119.9875608,,37105000,0
336,336,BULACAN MEDICAL CENTER,Government,Local Government Unit,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 3,300.0,14.8586177,120.81694009999998,,31410000,0
337,337,BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,Private,,REGION III (CENTRAL LUZON),Bataan,BALANGA,With License,Level 2,50.0,14.6814952,120.541595,,30803000,0
338,338,SANTO DOMINGO DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Nueva Ecija,SANTO DOMINGO,With License,Level 1,25.0,15.5915351,120.87555259999998,,34929000,0
339,339,ESCOLASTICA ROMERO DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Pampanga,LUBAO,With License,Level 1,50.0,14.938259400000002,120.598674,,35408000,0
340,340,"OUR LADY OF ROSARY HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,MACABEBE,With License,Level 1,20.0,14.9086753,120.715235,,35410000,0
341,341,WESLEYAN UNIVERSITY-PHILIPPINES,Private,,REGION III (CENTRAL LUZON),Nueva Ecija,CABANATUAN,With License,Level 2,100.0,15.4851494,120.9760703,,34903000,0
342,342,KAIROS MATERNITY AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,SAN JOSE DEL MONTE,With License,Level 1,,14.8030411,121.0348615,,31420000,0
343,343,DE JESUS GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,BALIUAG,With License,Level 1,,14.957157,120.899759,,31403000,0
344,344,"ST. RAPHAEL FOUNDATION MEDICAL CENTER, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,MABALACAT,With License,Level 2,80.0,15.1892816,120.5836554,,35409000,0
345,345,"ANGELES MEDICAL CENTER, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 2,,15.141575,120.589309,,35401000,0
346,346,PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Zambales,IBA,With License,Level 2,150.0,15.3163109,119.9914108,,37105000,0
347,347,"PREMIERE GENERAL HOSPITAL OF NUEVA ECIJA, INC. BALER- AURORA",Private,,REGION III (CENTRAL LUZON),Aurora,BALER,With License,Level 2,30.0,15.7533418,121.5438689,,37701000,0
348,348,SAN MARCELINO DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Zambales,SAN MARCELINO,With License,Level 1,89.0,14.9596538,120.1682216,,37111000,0
349,349,MALOLOS SAN VICENTE HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 1,12.0,14.8457143,120.8170081,,31410000,0
350,350,IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC,Private,,REGION III (CENTRAL LUZON),Tarlac,CONCEPCION,With License,Level 1,,15.323839800000002,120.6674421,,36905000,0
351,351,EMMANUEL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,SAN MIGUEL,With License,Level 1,,15.1353407,120.9648411,,31421000,0
352,352,ST. CATHERINE OF ALEXANDRIA FOUNDATION AND MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 2,40.0,15.135229999999998,120.5852048,,35401000,0
353,353,"V.L. MAKABALI MEMORIAL HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,SAN FERNANDO,With License,Level 2,97.0,15.0320186,120.6888467,,35416000,0
354,354,"BATAAN WOMEN'S HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Bataan,BALANGA,With License,Level 1,,14.677449800000002,120.5355907,,30803000,0
355,355,OUR LADY OF MERCY GENERAL HOSPITAL INC.,Private,,REGION III (CENTRAL LUZON),Bulacan,PULILAN,With License,Level 2,30.0,14.8929519,120.867069,,31418000,0
356,356,MELVERY MATERNITY AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,PLARIDEL,With License,Level 1,14.0,14.873087,120.861304,,31417000,0
359,359,"ST. PAUL HOSPITAL BULACAN, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,BOCAUE,With License,Level 2,,14.795667300000002,120.9287922,,31404000,0
360,360,"SACRED HEART HOSPITAL OF MALOLOS, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 2,72.0,14.851569,120.8178056,,31410000,0
361,361,SACRED HEART MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 2,75.0,15.1253971,120.5984473,,35401000,0
362,362,HOLY TRINITY GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Pampanga,ARAYAT,With License,Level 1,,15.1570735,120.77356100000002,,35403000,0
363,363,SAN MIGUEL DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Bulacan,SAN MIGUEL,With License,Level 1,50.0,15.136635,120.965743,,31421000,0
364,364,AURORA MEMORIAL HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Aurora,BALER,With License,Level 1,49.0,15.80681,121.5419809,,37701000,0
365,365,CAMP AQUINO STATION HOSPITAL,Government,Department of National Defense,REGION III (CENTRAL LUZON),Tarlac,TARLAC,With License,Level 1,50.0,15.446763199999998,120.5883446,,36916000,0
366,366,DIVINE WORD HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,HAGONOY,With License,Level 1,,14.839353,120.7521861,,31409000,0
367,367,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 1,20.0,14.8378279,120.8136601,,31410000,0
368,368,"CASTRO MATERNITY HOSPITAL AND MEDICAL CENTER, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,BALIUAG,With License,Level 1,78.0,14.9578093,120.90365420000002,,31403000,0
369,369,MT. CARMEL HOSPITAL MEDICAL CENTER OF BULACAN CORPORATION,Private,,REGION III (CENTRAL LUZON),Bulacan,BOCAUE,With License,Level 1,,14.783872,120.933026,,31404000,0
370,370,NAZARENUS COLLEGE FOUNDATION HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,MEYCAUAYAN,With License,Level 2,100.0,14.751522400000002,120.9552293,,31412000,0
371,371,OSPITAL NING CAPAS,Government,Local Government Unit,REGION III (CENTRAL LUZON),Tarlac,CAPAS,With License,Level 1,16.0,15.3457485,120.5923067,,36904000,0
373,373,CANDELARIA DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Zambales,CANDELARIA,With License,Level 1,50.0,13.92998,121.4206463,,37103000,0
374,374,CLINICA HENSON,Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 1,,15.1511116,120.5923932,,35401000,0
375,375,CENTRAL LUZON DOCTORS HOSPITAL,Private,,REGION III (CENTRAL LUZON),Tarlac,TARLAC,With License,Level 3,,15.478179199999998,120.5869477,,36916000,0
377,377,ORION SAINT MICHAEL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bataan,ORION,With License,Level 1,10.0,14.620072,120.57796,,30810000,0
378,378,BALIUAG DISTRICT HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Bulacan,BALIUAG,With License,Level 1,75.0,14.96989,120.913358,,31403000,0
379,379,MOTHER AND CHILD HOSPITAL,Private,,REGION III (CENTRAL LUZON),Zambales,OLONGAPO,With License,Level 1,18.0,14.830226,120.286911,,37107000,0
380,380,MARCELO-PADILLA CHILDREN'S MEDICAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,PLARIDEL,With License,Level 2,37.0,14.8886421,120.8667929,,31417000,0
381,381,GERONA HOSPITAL OF THE SACRED HEART,Private,,REGION III (CENTRAL LUZON),Tarlac,GERONA,With License,Level 1,,15.6083695,120.6053889,,36906000,0
382,382,JOWELL GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Tarlac,PANIQUI,With License,Level 1,,15.6627509,120.5757032,,36910000,0
383,383,MEYCAUAYAN DOCTORS HOSPITAL INC.,Private,,REGION III (CENTRAL LUZON),Bulacan,MEYCAUAYAN,With License,Level 2,80.0,14.7498856,120.9739288,,31412000,0
384,384,PAMPANGA EENT AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Pampanga,SAN FERNANDO,With License,Level 1,15.0,15.0213419,120.69947140000002,,35416000,0
385,385,"MARILAO ST. MICHAEL FAMILY HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,MARILAO,With License,Level 1,25.0,14.760991699999998,120.94781100000002,,31411000,0
386,386,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Pampanga,SAN FERNANDO,With License,Level 1,25.0,15.0812788,120.6616616,,35416000,0
387,387,SAN JOSE CITY GENERAL HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Nueva Ecija,SAN JOSE,With License,Level 1,50.0,15.807488,120.999896,,34926000,0
388,388,DR. PERALTA HOSPITAL CO.,Private,,REGION III (CENTRAL LUZON),Bulacan,PLARIDEL,With License,Level 1,,14.885914,120.858667,,31417000,0
389,389,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 1,18.0,14.8674009,120.8212487,,31410000,0
390,390,OUR LADY OF LOURDES INTERNATIONAL MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Zambales,OLONGAPO,With License,Level 2,99.0,14.8474256,120.2691867,,37107000,0
391,391,MEXICO COMMUNITY HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Pampanga,MEXICO,With License,Level 1,50.0,15.0735575,120.7193676,,35413000,0
392,392,OUR LADY OF MT. CARMEL MEDICAL CENTER - CLARK,Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 2,50.0,15.182266,120.529828,,35401000,0
393,393,GRACE GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,SAN JOSE DEL MONTE,With License,Level 1,,14.8060057,121.0682322,,31420000,0
394,394,"GRAMAN MEDICAL AND MATERNITY HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,MALOLOS,With License,Level 1,,14.846471,120.8346,,31410000,0
395,395,MATEO-MABBORANG GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,HAGONOY,With License,Level 1,23.0,14.836980800000005,120.7900555,,31409000,0
396,396,LA CONSOLACION UNIVERSITY GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,PLARIDEL,With License,Level 1,,14.8863619,120.8634346,,31417000,0
397,397,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL (ANNEX SPECIALTY HOSPITAL),Government,Local Government Unit,REGION III (CENTRAL LUZON),Pampanga,BACOLOR,With License,Level 1,25.0,15.0812788,120.6616616,,35404000,0
399,399,"SAINT JOSEPH HOSPITAL OF REMEDIOS,  INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,LUBAO,With License,Level 1,50.0,14.920551199999998,120.5778288,,35408000,0
400,400,PANIQUI GENERAL HOSPITAL,Government,Local Government Unit,REGION III (CENTRAL LUZON),Tarlac,PANIQUI,With License,Level 1,24.0,15.653536,120.5856478,,36910000,0
401,401,ZAMBALES MEDICAL MISSION GROUP COOP HOSPITAL,Private,,REGION III (CENTRAL LUZON),Zambales,OLONGAPO,With License,Level 1,24.0,14.842504000000002,120.28517,,37107000,0
402,402,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BALIWAG, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,BALIUAG,With License,Level 2,100.0,14.952737,120.884438,,31403000,0
403,403,"MARYMOUNT HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,MEYCAUAYAN,With License,Level 2,100.0,14.764466699999998,120.9888241,,31412000,0
404,404,SKYLINE HOSPITAL AND MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Bulacan,SAN JOSE DEL MONTE,With License,Level 2,100.0,14.7981886,121.0704776,,31420000,0
405,405,REINA DEL CIELO MATERNITY AND GENERAL HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,PLARIDEL,With License,Level 1,16.0,14.886936,120.866633,,31417000,0
406,406,"THE MEDICAL CITY CLARK, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,MABALACAT,With License,Level 2,100.0,15.178328400000002,120.571874,,35409000,0
407,407,ARAYAT DOCTORS HOSPITAL,Private,,REGION III (CENTRAL LUZON),Pampanga,ARAYAT,With License,Level 1,,15.1490459,120.7666432,,35403000,0
408,408,"FLORIDABLANCA DOCTORS HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,FLORIDABLANCA,With License,Level 2,,14.9867226,120.5482582,,35406000,0
409,409,M.S. MAGBITANG OSPITAL NG SAN ILDEFONSO,Private,,REGION III (CENTRAL LUZON),Bulacan,SAN ILDEFONSO,With License,Level 1,17.0,15.0739987,120.9431393,,31419000,0
410,410,"PAMPANGA PREMIER MEDICAL CENTER, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,APALIT,With License,Level 2,66.0,14.9602382,120.759132,,35402000,0
412,412,"BRIGINO GENERAL HOSPITAL, INC.",Private,,REGION III (CENTRAL LUZON),Bulacan,SAN JOSE DEL MONTE,With License,Level 1,46.0,14.7854016,121.074577,,31420000,0
413,413,CAPAS MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Tarlac,CAPAS,With License,Level 2,50.0,15.350761,120.5930249,,36904000,0
414,414,DR. CABUCO HOSPITAL,Private,,REGION III (CENTRAL LUZON),Bulacan,SANTA MARIA,With License,Level 1,,14.8262214,120.9806457,,31423000,0
415,415,"LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.",Private,,REGION III (CENTRAL LUZON),Tarlac,TARLAC,With License,Level 2,100.0,15.4928178,120.5933487,,36916000,0
416,416,GREEN CITY MEDICAL CENTER,Private,,REGION III (CENTRAL LUZON),Pampanga,SAN FERNANDO,With License,Level 2,100.0,15.0439989,120.6857664,,35416000,0
417,417,"CENTRO MEDICO DE SANTISIMO ROSARIO, INC.",Private,,REGION III (CENTRAL LUZON),Bataan,BALANGA,With License,Level 2,100.0,14.6727568,120.52448259999998,,30803000,0
418,418,"PHILIPPINE REHABILITATION INSTITUTE (PRI) FOUNDATION, INC.",Private,,REGION III (CENTRAL LUZON),Pampanga,ANGELES,With License,Level 2,108.0,15.1483137,120.5768368,,35401000,0
419,419,OSPITAL NG LUNGSOD NG SAN JOSE,Government,,REGION III (CENTRAL LUZON),Nueva Ecija,SAN JOSE,With License,Level 1,23.0,15.7917068,120.9921343,,34926000,0
421,421,"CONGRESSMAN ENRIQUE ""HENRY"" M. COJUANGCO MEMORIAL DISTRICT HOSPITAL",Government,,REGION III (CENTRAL LUZON),Tarlac,MONCADA,With License,Level 1,17.0,15.732505599999998,120.5726786,,36909000,0
422,422,ST. JOHN PAUL II MEDICAL CENTER CORP.,Private,,REGION III (CENTRAL LUZON),Pampanga,MAGALANG,With License,Level 1,41.0,15.2440274,120.6551231,,35411000,0
423,423,NUEVA ECIJA MEDICS HOSPITAL,Private,,REGION III (CENTRAL LUZON),Nueva Ecija,SAN ISIDRO,With License,Level 1,29.0,15.3076728,120.8980255,,34925000,0
425,425,ASIA MEDIC FAMILY HOSPITAL AND MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Cavite,DASMARIÑAS,With License,Level 1,77.0,14.2987762,120.9566082,,42106000,0
427,427,DOÑA MARTA MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Quezon,ATIMONAN,With License,Level 1,50.0,13.9985628,121.9224147,,45603000,0
428,428,BAGONG CAINTA MUNICIPAL HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Rizal,CAINTA,With License,Level 1,42.0,14.5802965,121.1138887,,45805000,0
429,429,BAUAN DOCTORS GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,BAUAN,With License,Level 2,100.0,13.795352599999998,121.00141709999998,,41006000,0
430,430,CALAMBA MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Laguna,CALAMBA,With License,Level 2,122.0,14.206749800000004,121.1534709,,43405000,0
432,432,CHRISTIAN GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Laguna,PAGSANJAN,With License,Level 1,20.0,14.273577,121.455308,,43419000,0
433,433,CLARO M. RECTO MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Quezon,INFANTA,With License,Level 1,39.0,14.712668300000002,121.620434,,45620000,0
434,434,CRISOSTOMO GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,BACOOR,With License,Level 1,20.0,14.449277300000002,120.9335072,,42103000,0
435,435,A. DE LA CRUZ MATERNITY HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,CAVITE,With License,Level 1,11.0,14.483827300000002,120.8946292,,42105000,0
437,437,DLS-DR. RODOLFO R. POBLETE MEMORIAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,ALFONSO,With License,Level 1,12.0,14.1399468,120.85541270000002,,42101000,0
438,438,BATANGAS PROVINCIAL HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,LEMERY,With License,Level 1,50.0,13.8951748,120.9072162,,41012000,0
439,439,DON MANUEL LOPEZ MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,BALAYAN,With License,Level 1,50.0,13.948266,120.74730859999998,,41003000,0
443,443,DR. MARIO D. BEJASA GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,BAUAN,With License,Level 1,27.0,13.7930777,121.0072846,,41006000,0
444,444,"DR. R. ROSALES MEMORIAL MEDICAL HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Batangas,PADRE GARCIA,With License,Level 1,16.0,13.876226,121.211549,,41020000,0
445,445,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Laguna,CALAMBA,With License,Level 1,100.0,14.1916404,121.1674805,,43405000,0
446,446,DRA. OLIVIA SALAMANCA MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Cavite,CAVITE,With License,Level 1,50.0,14.4812565,120.9114293,,42105000,0
448,448,"FAMILY CARE HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Laguna,SAN PEDRO,With License,Level 1,37.0,14.342363,121.058173,,43425000,0
449,449,GENERAL TRIAS MATERNITY AND PEDIATRIC HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,GENERAL TRIAS,With License,Level 1,50.0,14.3966305,120.8630382,,42108000,0
451,451,"GREG HOSPITAL-SARIAYA, INC.",Private,,REGION IV-A (CALABAR ZON),Quezon,SARIAYA,With License,Level 1,20.0,13.963006,121.52259709999998,,45645000,0
452,452,GUINAYANGAN MEDICARE COMMUNITY HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Quezon,GUINAYANGAN,With License,Level 1,15.0,13.9250069,122.4268174,,45618000,0
453,453,H.M. CORACHEA GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,TANAUAN,With License,Level 1,38.0,14.0820964,121.14583190000002,,41031000,0
456,456,KAWIT KALAYAAN HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Cavite,KAWIT,With License,Level 1,25.0,14.4169192,120.89860459999998,,42111000,0
457,457,LAGUNA PROVINCIAL HOSPITAL - SAN PABLO CITY DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Laguna,SAN PABLO,With License,Level 2,100.0,14.0728641,121.32874540000002,,43424000,0
458,458,LOBO MUNICIPAL HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,LOBO,With License,Level 1,14.0,13.6430985,121.2023547,,41015000,0
459,459,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Quezon,LOPEZ,With License,Level 1,75.0,13.8860971,122.2639368,,45622000,0
460,460,LOPEZ SAINT JUDE GENERAL HOSPITAL CORP.,Private,,REGION IV-A (CALABAR ZON),Quezon,LOPEZ,With License,Level 1,65.0,13.887750199999996,122.2678408,,45622000,0
461,461,LUCBAN MMG HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Quezon,LUCBAN,With License,Level 1,30.0,14.1065283,121.568771,,45623000,0
462,462,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Quezon,LUCENA,With License,Level 2,97.0,13.947331,121.585288,,45624000,0
463,463,MAHAL NA VIRGEN MARIA SANTO ROSARIO DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,ROSARIO,With License,Level 1,30.0,13.844590900000002,121.1972034,,41021000,0
464,464,LAGUNA PROVINCIAL HOSPITAL - MAJAYJAY MEDICARE HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Laguna,MAJAYJAY,With License,Level 1,15.0,14.1516738,121.4597368,,43416000,0
465,465,MARTIN MARASIGAN MEMORIAL HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,CUENCA,With License,Level 1,25.0,13.9008821,121.0534013,,41009000,0
466,466,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,Private,,REGION IV-A (CALABAR ZON),Rizal,CAINTA,With License,Level 1,28.0,14.5827775,121.1141272,,45805000,0
467,467,METRO LEMERY MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Batangas,LEMERY,With License,Level 2,72.0,13.8875292,120.91151809999998,,41012000,0
468,468,METRO LIPA MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Batangas,LIPA,With License,Level 2,48.0,13.9684328,121.166647,,41014000,0
469,469,MOLINO DOCTORS HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,BACOOR,With License,Level 1,38.0,14.410255,120.9759893,,42103000,0
470,470,MORONG DOCTORS HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Rizal,MORONG,With License,Level 1,25.0,14.514303,121.23941299999998,,45809000,0
471,471,LAGUNA PROVINCIAL HOSPITAL - NAGCARLAN DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Laguna,NAGCARLAN,With License,Level 1,25.0,14.133980800000002,121.4163166,,43417000,0
472,472,"OUR SAVIOR HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Cavite,ROSARIO,With License,Level 1,30.0,14.4142695,120.856444,,42117000,0
473,473,PAG-ASA HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Rizal,BINANGONAN,With License,Level 1,27.0,14.520663,121.156304,,45804000,0
474,474,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",Private,,REGION IV-A (CALABAR ZON),Quezon,CANDELARIA,With License,Level 2,60.0,13.926437900000002,121.4235221,,45608000,0
475,475,"PRIME GLOBAL CARE MEDICAL CENTER, INC.",Private,,REGION IV-A (CALABAR ZON),Cavite,BACOOR,With License,Level 1,12.0,14.3979753,120.9744575,,42103000,0
476,476,"SAN JOSE HOSPITAL AND MEDICAL CENTER, INC.",Private,,REGION IV-A (CALABAR ZON),Laguna,CALAMBA,With License,Level 1,42.0,14.2118271,121.12823020000002,,43405000,0
477,477,"SAN PEDRO DOCTORS HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Laguna,SAN PEDRO,With License,Level 1,27.0,14.348862699999998,121.064919,,43425000,0
479,479,ST. ANDREW HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,TALISAY,With License,Level 1,25.0,14.0933462,121.02595759999998,,41030000,0
481,481,"ST. DOMINIC MEDICAL CENTER, INC.",Private,,REGION IV-A (CALABAR ZON),Cavite,BACOOR,With License,Level 2,100.0,14.4593866,120.9604869,,42103000,0
482,482,"ST. JAMES HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Laguna,SANTA ROSA,With License,Level 2,80.0,14.2808658,121.1201108,,43428000,0
484,484,ST. MARTIN MATERNITY AND PEDIATRIC HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Cavite,NOVELETA,With License,Level 1,50.0,14.4256788,120.873944,,42116000,0
486,486,CALAUAG ST. PETER GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Quezon,CALAUAG,With License,Level 1,40.0,13.9577099,122.2860594,,45607000,0
487,487,SAINT VINCENT DE PAUL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,SANTO TOMAS,With License,Level 1,15.0,14.107309900000002,121.1428136,,41028000,0
488,488,"SANTA CRUZ LAGUNA POLYMEDIC, INC.",Private,,REGION IV-A (CALABAR ZON),Laguna,SANTA CRUZ,With License,Level 1,12.0,14.2678563,121.419843,,43426000,0
489,489,SANTA ROSA HOSPITAL AND MEDICAL CENTER,Private,,REGION IV-A (CALABAR ZON),Laguna,SANTA ROSA,With License,Level 2,99.0,14.287063,121.09553,,43428000,0
491,491,"STO. ROSARIO HOSPITAL, INC.",Private,,REGION IV-A (CALABAR ZON),Batangas,ROSARIO,With License,Level 1,50.0,13.8457744,121.20411599999998,,41021000,0
492,492,UNTALAN GENERAL HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Batangas,ROSARIO,With License,Level 1,12.0,13.8452645,121.2063357,,41021000,0
493,493,GUMACA DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Quezon,GUMACA,With License,Level 1,75.0,13.9330624,122.0898575,,45619000,0
494,494,GAMEZ HOSPITAL,Private,,REGION IV-A (CALABAR ZON),Laguna,CALAMBA,With License,Level 1,12.0,14.194,121.148,,43405000,0
495,495,THE MEDICAL CITY SOUTH LUZON,Private,,REGION IV-A (CALABAR ZON),Laguna,SANTA ROSA,With License,Level 2,100.0,14.2484642,121.0672258,,43428000,0
496,496,LIPA CITY DISTRICT HOSPITAL,Government,Local Government Unit,REGION IV-A (CALABAR ZON),Batangas,LIPA,With License,Level 1,75.0,13.9335545,121.158891,,41014000,0
